hospital,score,top_keywords,n_review,keyword_coverage,keyword_freq,keyword_matched
무릅부부한의원,-1.0,추천,1,0.0,{'추천': 0},[]
무병한의원,-1.0,"친절,자세한 설명,청결",1,1.0,"{'친절': 8, '자세한 설명': 2, '청결': 2}","['친절', '자세한 설명', '청결']"
제일산부인과의원,-1.0,"자세한 설명,대기시간,비쌈",4,1.0,"{'자세한 설명': 7, '대기시간': 8, '비쌈': 7}","['자세한 설명', '대기시간', '비쌈']"
현대내과의원,-1.0,"친절,자세한 설명,대기시간",4,1.0,"{'친절': 32, '자세한 설명': 17, '대기시간': 8}","['친절', '자세한 설명', '대기시간']"
중계넘버원정형외과의원,-1.0,친절,1,1.0,{'친절': 3},['친절']
안아파한의원,-1.0,"친절,자세한 설명,청결",1,1.0,"{'친절': 2, '자세한 설명': 1, '청결': 1}","['친절', '자세한 설명', '청결']"
명인치과의원,-1.0,"대기시간,자세한 설명,친절",1,1.0,"{'대기시간': 4, '자세한 설명': 2, '친절': 1}","['대기시간', '자세한 설명', '친절']"
명가정의학과의원,-1.0,"대기시간,친절,청결",1,1.0,"{'대기시간': 4, '친절': 18, '청결': 10}","['대기시간', '친절', '청결']"
메이드유의원,-1.0,"친절,추천,비쌈",5,0.6666666666666666,"{'친절': 2, '추천': 2, '비쌈': 0}","['친절', '추천']"
정토한의원,-1.0,"과잉진료,친절,자세한 설명",1,1.0,"{'과잉진료': 2, '친절': 4, '자세한 설명': 2}","['과잉진료', '친절', '자세한 설명']"
중계수치과의원,-1.0,"대기시간,친절,자세한 설명",3,1.0,"{'대기시간': 4, '친절': 5, '자세한 설명': 1}","['대기시간', '친절', '자세한 설명']"
연세다나아마취통증의학과의원,-1.0,"자세한 설명,대기시간,친절",1,1.0,"{'자세한 설명': 24, '대기시간': 9, '친절': 27}","['자세한 설명', '대기시간', '친절']"
경희든든한의원,-1.0,"친절,청결,자세한 설명",1,1.0,"{'친절': 12, '청결': 6, '자세한 설명': 6}","['친절', '청결', '자세한 설명']"
경희느릅나무한의원,-1.0,비쌈,1,1.0,{'비쌈': 2},['비쌈']
엘에이치과의원,-1.0,"친절,자세한 설명,청결",1,1.0,"{'친절': 3, '자세한 설명': 2, '청결': 2}","['친절', '자세한 설명', '청결']"
홍인한의원,-1.0,"비쌈,저렴,시설",1,1.0,"{'비쌈': 2, '저렴': 1, '시설': 1}","['비쌈', '저렴', '시설']"
365화사한의원,-1.0,"친절,자세한 설명,대기시간",1,1.0,"{'친절': 20, '자세한 설명': 18, '대기시간': 2}","['친절', '자세한 설명', '대기시간']"
권비뇨기과의원,-1.0,"대기시간,청결",1,1.0,"{'대기시간': 1, '청결': 1}","['대기시간', '청결']"
기독한의원,-1.0,"친절,자세한 설명,추천",1,1.0,"{'친절': 3, '자세한 설명': 1, '추천': 1}","['친절', '자세한 설명', '추천']"
중국진한의원,-1.0,"대기시간,과잉진료,청결",1,1.0,"{'대기시간': 6, '과잉진료': 4, '청결': 6}","['대기시간', '과잉진료', '청결']"
동제의원,-1.0,"과잉진료,친절,자세한 설명",1,1.0,"{'과잉진료': 1, '친절': 4, '자세한 설명': 4}","['과잉진료', '친절', '자세한 설명']"
김가풍정형외과의원,-1.0,"친절,대기시간,자세한 설명",1,1.0,"{'친절': 6, '대기시간': 2, '자세한 설명': 6}","['친절', '대기시간', '자세한 설명']"
길음한의원,-1.0,"자세한 설명,친절,청결",1,1.0,"{'자세한 설명': 2, '친절': 3, '청결': 1}","['자세한 설명', '친절', '청결']"
길음아산척신경외과의원,-1.0,"친절,자세한 설명,대기시간",1,1.0,"{'친절': 1, '자세한 설명': 1, '대기시간': 1}","['친절', '자세한 설명', '대기시간']"
기파랑한의원,-1.0,"대기시간,비쌈,친절",1,1.0,"{'대기시간': 4, '비쌈': 4, '친절': 3}","['대기시간', '비쌈', '친절']"
열린마취통증의학과의원,-1.0,"자세한 설명,과잉진료,친절",1,1.0,"{'자세한 설명': 3, '과잉진료': 1, '친절': 4}","['자세한 설명', '과잉진료', '친절']"
열린소아청소년과의원,-1.0,"대기시간,친절,자세한 설명",1,1.0,"{'대기시간': 2, '친절': 2, '자세한 설명': 2}","['대기시간', '친절', '자세한 설명']"
동산치과의원,-1.0,"친절,대기시간,과잉진료",1,1.0,"{'친절': 8, '대기시간': 1, '과잉진료': 2}","['친절', '대기시간', '과잉진료']"
성모치과의원,-1.0,"친절,대기시간,자세한 설명",1,1.0,"{'친절': 3, '대기시간': 1, '자세한 설명': 1}","['친절', '대기시간', '자세한 설명']"
성모안과의원,-1.0,"친절,대기시간,자세한 설명",4,1.0,"{'친절': 131, '대기시간': 41, '자세한 설명': 100}","['친절', '대기시간', '자세한 설명']"
김기중내과의원,-1.0,친절,1,1.0,{'친절': 1},['친절']
성모나무정신건강의학과의원,-1.0,"자세한 설명,비쌈,친절",4,1.0,"{'자세한 설명': 4, '비쌈': 3, '친절': 12}","['자세한 설명', '비쌈', '친절']"
한문수의원,-1.0,"친절,자세한 설명,대기시간",1,1.0,"{'친절': 4, '자세한 설명': 2, '대기시간': 2}","['친절', '자세한 설명', '대기시간']"
권내과의원,-1.0,"친절,대기시간,자세한 설명",6,1.0,"{'친절': 4, '대기시간': 5, '자세한 설명': 3}","['친절', '대기시간', '자세한 설명']"
연세주치과의원,-1.0,"자세한 설명,친절,대기시간",1,0.6666666666666666,"{'자세한 설명': 3, '친절': 3, '대기시간': 0}","['자세한 설명', '친절']"
장수경희한의원,-1.0,"대기시간,과잉진료,청결",1,1.0,"{'대기시간': 4, '과잉진료': 2, '청결': 8}","['대기시간', '과잉진료', '청결']"
장남진치과의원,-1.0,"친절,대기시간,과잉진료",1,1.0,"{'친절': 2, '대기시간': 4, '과잉진료': 4}","['친절', '대기시간', '과잉진료']"
장위365경희한의원,-1.0,"친절,자세한 설명,청결",1,1.0,"{'친절': 12, '자세한 설명': 9, '청결': 6}","['친절', '자세한 설명', '청결']"
정릉바로척의원,-1.0,"친절,자세한 설명,대기시간",1,1.0,"{'친절': 6, '자세한 설명': 3, '대기시간': 3}","['친절', '자세한 설명', '대기시간']"
성신의원,-1.0,"대기시간,과잉진료,친절",1,1.0,"{'대기시간': 4, '과잉진료': 1, '친절': 5}","['대기시간', '과잉진료', '친절']"
성심가정의학과의원,-1.0,"친절,자세한 설명,청결",1,1.0,"{'친절': 3, '자세한 설명': 1, '청결': 2}","['친절', '자세한 설명', '청결']"
정릉부부치과의원,-1.0,"자세한 설명,대기시간,친절",1,1.0,"{'자세한 설명': 10, '대기시간': 6, '친절': 10}","['자세한 설명', '대기시간', '친절']"
성북아이정신건강의학과의원,-1.0,"친절,자세한 설명,청결",1,1.0,"{'친절': 4, '자세한 설명': 2, '청결': 2}","['친절', '자세한 설명', '청결']"
연세효상의원,-1.0,"자세한 설명,친절,대기시간",1,1.0,"{'자세한 설명': 2, '친절': 1, '대기시간': 1}","['자세한 설명', '친절', '대기시간']"
연우한의원,-1.0,"대기시간,친절,자세한 설명",1,1.0,"{'대기시간': 4, '친절': 4, '자세한 설명': 2}","['대기시간', '친절', '자세한 설명']"
속편해진내과의원,-1.0,"자세한 설명,대기시간,친절",1,1.0,"{'자세한 설명': 3, '대기시간': 1, '친절': 3}","['자세한 설명', '대기시간', '친절']"
송영훈소아청소년과의원,-1.0,"친절,자세한 설명,과잉진료",5,1.0,"{'친절': 6, '자세한 설명': 3, '과잉진료': 2}","['친절', '자세한 설명', '과잉진료']"
자연휴한의원,-1.0,"친절,저렴,시설",1,1.0,"{'친절': 1, '저렴': 1, '시설': 1}","['친절', '저렴', '시설']"
자윤한의원,-1.0,"친절,청결",1,1.0,"{'친절': 1, '청결': 1}","['친절', '청결']"
연세피부과의원,-1.0,"자세한 설명,대기시간,친절",4,1.0,"{'자세한 설명': 29, '대기시간': 32, '친절': 34}","['자세한 설명', '대기시간', '친절']"
한재준치과의원,-1.0,"친절,대기시간,과잉진료",1,1.0,"{'친절': 9, '대기시간': 4, '과잉진료': 1}","['친절', '대기시간', '과잉진료']"
진성한의원,-1.0,"친절,자세한 설명,대기시간",1,1.0,"{'친절': 6, '자세한 설명': 2, '대기시간': 2}","['친절', '자세한 설명', '대기시간']"
보문치과의원,-1.0,"과잉진료,청결,친절",1,1.0,"{'과잉진료': 4, '청결': 6, '친절': 10}","['과잉진료', '청결', '친절']"
백산한의원,-1.0,"친절,자세한 설명,대기시간",1,0.6666666666666666,"{'친절': 10, '자세한 설명': 6, '대기시간': 0}","['친절', '자세한 설명']"
밸런스EM의원,-1.0,"친절,자세한 설명,비쌈",1,1.0,"{'친절': 3, '자세한 설명': 3, '비쌈': 1}","['친절', '자세한 설명', '비쌈']"
배민득치과의원,-1.0,"대기시간,친절,비쌈",1,1.0,"{'대기시간': 2, '친절': 3, '비쌈': 1}","['대기시간', '친절', '비쌈']"
김영주내과의원,-1.0,"친절,자세한 설명,대기시간",1,1.0,"{'친절': 4, '자세한 설명': 1, '대기시간': 4}","['친절', '자세한 설명', '대기시간']"
김영학이비인후과의원,-1.0,"청결,친절,자세한 설명",1,1.0,"{'청결': 3, '친절': 3, '자세한 설명': 1}","['청결', '친절', '자세한 설명']"
김영헌정신과의원,-1.0,"친절,자세한 설명",3,1.0,"{'친절': 1, '자세한 설명': 1}","['친절', '자세한 설명']"
김순진성형외과의원,-1.0,"친절,자세한 설명,대기시간",3,1.0,"{'친절': 3, '자세한 설명': 2, '대기시간': 1}","['친절', '자세한 설명', '대기시간']"
서울탑정신건강의학과의원,-1.0,"자세한 설명,대기시간,비쌈",1,1.0,"{'자세한 설명': 16, '대기시간': 2, '비쌈': 6}","['자세한 설명', '대기시간', '비쌈']"
용선한의원,-1.0,"청결,친절,자세한 설명",1,1.0,"{'청결': 6, '친절': 4, '자세한 설명': 4}","['청결', '친절', '자세한 설명']"
박재순신경정신과의원,-1.0,"친절,시설,비쌈",4,1.0,"{'친절': 3, '시설': 1, '비쌈': 1}","['친절', '시설', '비쌈']"
반석치과의원,-1.0,"대기시간,친절,자세한 설명",1,1.0,"{'대기시간': 1, '친절': 1, '자세한 설명': 1}","['대기시간', '친절', '자세한 설명']"
중계의원,-1.0,"대기시간,비쌈,친절",4,1.0,"{'대기시간': 17, '비쌈': 15, '친절': 17}","['대기시간', '비쌈', '친절']"
예한의원,-1.0,"자세한 설명,대기시간,친절",1,1.0,"{'자세한 설명': 20, '대기시간': 2, '친절': 24}","['자세한 설명', '대기시간', '친절']"
서울훈치과의원,-1.0,"친절,자세한 설명,청결",1,1.0,"{'친절': 1, '자세한 설명': 1, '청결': 1}","['친절', '자세한 설명', '청결']"
선진한의원,-1.0,"친절,비쌈,저렴",3,0.6666666666666666,"{'친절': 2, '비쌈': 1, '저렴': 0}","['친절', '비쌈']"
영라인의원,-1.0,"친절,자세한 설명,비쌈",1,0.6666666666666666,"{'친절': 8, '자세한 설명': 4, '비쌈': 0}","['친절', '자세한 설명']"
김효석내과의원,-1.0,"대기시간,친절,자세한 설명",1,1.0,"{'대기시간': 4, '친절': 18, '자세한 설명': 16}","['대기시간', '친절', '자세한 설명']"
서울열린치과의원,-1.0,"대기시간,과잉진료,친절",4,1.0,"{'대기시간': 5, '과잉진료': 2, '친절': 7}","['대기시간', '과잉진료', '친절']"
서울안심치과의원,-1.0,"친절,자세한 설명",1,1.0,"{'친절': 1, '자세한 설명': 1}","['친절', '자세한 설명']"
서울부부치과의원,-1.0,"대기시간,친절,자세한 설명",1,0.6666666666666666,"{'대기시간': 3, '친절': 0, '자세한 설명': 1}","['대기시간', '자세한 설명']"
위대한내과의원,-1.0,"친절,대기시간,청결",4,1.0,"{'친절': 29, '대기시간': 7, '청결': 13}","['친절', '대기시간', '청결']"
위강한의원,-1.0,"친절,비쌈,저렴",1,0.6666666666666666,"{'친절': 1, '비쌈': 1, '저렴': 0}","['친절', '비쌈']"
편한을지의원,-1.0,"친절,시설,자세한 설명",5,1.0,"{'친절': 2, '시설': 1, '자세한 설명': 1}","['친절', '시설', '자세한 설명']"
꿈동산치과의원,-1.0,"친절,시설,과잉진료",7,0.6666666666666666,"{'친절': 8, '시설': 0, '과잉진료': 1}","['친절', '과잉진료']"
차앤안치과의원,-1.0,"자세한 설명,친절,청결",1,1.0,"{'자세한 설명': 3, '친절': 3, '청결': 1}","['자세한 설명', '친절', '청결']"
더나은마취통증의학과의원,-1.0,"자세한 설명,친절,대기시간",1,0.6666666666666666,"{'자세한 설명': 8, '친절': 8, '대기시간': 0}","['자세한 설명', '친절']"
브라보마취통증의학과의원,-1.0,"친절,자세한 설명,추천",1,1.0,"{'친절': 3, '자세한 설명': 1, '추천': 1}","['친절', '자세한 설명', '추천']"
서울이로운치과의원,-1.0,"친절,과잉진료,청결",1,1.0,"{'친절': 8, '과잉진료': 2, '청결': 6}","['친절', '과잉진료', '청결']"
서울이재석치과의원,-1.0,"청결,친절,불친절",1,0.6666666666666666,"{'청결': 3, '친절': 2, '불친절': 0}","['청결', '친절']"
우리의원,-1.0,"친절,자세한 설명,대기시간",4,1.0,"{'친절': 110, '자세한 설명': 62, '대기시간': 16}","['친절', '자세한 설명', '대기시간']"
서울N비뇨의학과의원 노원점,-1.0,"친절,자세한 설명",1,1.0,"{'친절': 1, '자세한 설명': 1}","['친절', '자세한 설명']"
유영근이비인후과의원,-1.0,"친절,대기시간,청결",6,1.0,"{'친절': 8, '대기시간': 3, '청결': 4}","['친절', '대기시간', '청결']"
삼성조은내과의원,-1.0,"추천,신속",1,1.0,"{'추천': 1, '신속': 1}","['추천', '신속']"
삼성바른내과의원,-1.0,"친절,자세한 설명,대기시간",6,1.0,"{'친절': 63, '자세한 설명': 49, '대기시간': 11}","['친절', '자세한 설명', '대기시간']"
다솜연세가정의학과의원,-1.0,"대기시간,과잉진료,청결",1,1.0,"{'대기시간': 12, '과잉진료': 2, '청결': 6}","['대기시간', '과잉진료', '청결']"
이은영치과의원,-1.0,"대기시간,과잉진료,자세한 설명",1,1.0,"{'대기시간': 16, '과잉진료': 2, '자세한 설명': 14}","['대기시간', '과잉진료', '자세한 설명']"
유명한의원,-1.0,"친절,청결,자세한 설명",1,1.0,"{'친절': 6, '청결': 6, '자세한 설명': 8}","['친절', '청결', '자세한 설명']"
유디치과의원,-1.0,"친절,자세한 설명,청결",1,1.0,"{'친절': 2, '자세한 설명': 1, '청결': 2}","['친절', '자세한 설명', '청결']"
상계율치과의원,-1.0,"친절,자세한 설명,대기시간",1,1.0,"{'친절': 12, '자세한 설명': 8, '대기시간': 1}","['친절', '자세한 설명', '대기시간']"
청담해독한의원,-1.0,친절,1,1.0,{'친절': 2},['친절']
은빛가정의원,-1.0,"친절,자세한 설명,시설",1,1.0,"{'친절': 3, '자세한 설명': 1, '시설': 1}","['친절', '자세한 설명', '시설']"
윤앤정와이앤제이성형외과의원,-1.0,"대기시간,비쌈,저렴",1,1.0,"{'대기시간': 1, '비쌈': 1, '저렴': 1}","['대기시간', '비쌈', '저렴']"
키즈웰치과의원 길음점,-1.0,"친절,대기시간,자세한 설명",1,1.0,"{'친절': 6, '대기시간': 2, '자세한 설명': 3}","['친절', '대기시간', '자세한 설명']"
노원삼성정형외과의원,-1.0,"친절,자세한 설명,청결",1,1.0,"{'친절': 4, '자세한 설명': 1, '청결': 1}","['친절', '자세한 설명', '청결']"
토마스신경과의원,-1.0,"대기시간,친절,자세한 설명",1,1.0,"{'대기시간': 3, '친절': 6, '자세한 설명': 4}","['대기시간', '친절', '자세한 설명']"
윤이비인후과의원,-1.0,"친절,청결,추천",1,1.0,"{'친절': 1, '청결': 1, '추천': 2}","['친절', '청결', '추천']"
서경한의원,-1.0,"자세한 설명,대기시간,친절",1,1.0,"{'자세한 설명': 6, '대기시간': 2, '친절': 2}","['자세한 설명', '대기시간', '친절']"
은행나무한의원,-1.0,"친절,과잉진료,자세한 설명",1,1.0,"{'친절': 3, '과잉진료': 1, '자세한 설명': 1}","['친절', '과잉진료', '자세한 설명']"
다담한의원,-1.0,"친절,청결,비쌈",6,1.0,"{'친절': 5, '청결': 2, '비쌈': 2}","['친절', '청결', '비쌈']"
늘푸른한의원,-1.0,"자세한 설명,대기시간",1,1.0,"{'자세한 설명': 1, '대기시간': 1}","['자세한 설명', '대기시간']"
눈에빛안과의원,-1.0,"자세한 설명,친절,대기시간",8,1.0,"{'자세한 설명': 24, '친절': 37, '대기시간': 24}","['자세한 설명', '친절', '대기시간']"
뉴욕굿모닝치과의원,-1.0,"과잉진료,친절,대기시간",1,1.0,"{'과잉진료': 1, '친절': 1, '대기시간': 1}","['과잉진료', '친절', '대기시간']"
노원한의원,-1.0,"대기시간,자세한 설명,친절",1,1.0,"{'대기시간': 3, '자세한 설명': 5, '친절': 5}","['대기시간', '자세한 설명', '친절']"
노원인플란트치과의원,-1.0,"친절,자세한 설명,대기시간",1,1.0,"{'친절': 4, '자세한 설명': 1, '대기시간': 1}","['친절', '자세한 설명', '대기시간']"
경희화목토한의원,-1.0,"대기시간,친절,자세한 설명",1,1.0,"{'대기시간': 3, '친절': 2, '자세한 설명': 2}","['대기시간', '친절', '자세한 설명']"
경희잘한다한의원,-1.0,"친절,자세한 설명",1,1.0,"{'친절': 1, '자세한 설명': 1}","['친절', '자세한 설명']"
경희모세한의원,-1.0,친절,1,1.0,{'친절': 1},['친절']
연세미소안치과의원,-1.0,"자세한 설명,친절,청결",1,1.0,"{'자세한 설명': 3, '친절': 2, '청결': 1}","['자세한 설명', '친절', '청결']"
에이원치과의원,-1.0,"친절,대기시간,신속",3,1.0,"{'친절': 2, '대기시간': 1, '신속': 1}","['친절', '대기시간', '신속']"
존스킨한의원,-1.0,"자세한 설명,친절,청결",1,1.0,"{'자세한 설명': 3, '친절': 1, '청결': 1}","['자세한 설명', '친절', '청결']"
황치과의원,-1.0,"친절,자세한 설명,대기시간",1,1.0,"{'친절': 10, '자세한 설명': 10, '대기시간': 6}","['친절', '자세한 설명', '대기시간']"
경귀준치과의원,-1.0,"비쌈,저렴",1,1.0,"{'비쌈': 1, '저렴': 1}","['비쌈', '저렴']"
엔젤소아청소년과의원,-1.5,"친절,자세한 설명,과잉진료",1,1.0,"{'친절': 22, '자세한 설명': 12, '과잉진료': 2}","['친절', '자세한 설명', '과잉진료']"
엔유아이씨치과의원,-1.5,"친절,청결,불친절",1,0.6666666666666666,"{'친절': 5, '청결': 1, '불친절': 0}","['친절', '청결']"
365본맥한의원,-1.5,"자세한 설명,친절,청결",1,1.0,"{'자세한 설명': 4, '친절': 4, '청결': 2}","['자세한 설명', '친절', '청결']"
효담한의원,-1.5,"자세한 설명,친절,대기시간",1,1.0,"{'자세한 설명': 8, '친절': 8, '대기시간': 2}","['자세한 설명', '친절', '대기시간']"
가람한의원,-1.5,"대기시간,비쌈,저렴",1,1.0,"{'대기시간': 2, '비쌈': 1, '저렴': 1}","['대기시간', '비쌈', '저렴']"
홍요한내과의원,-1.5,"친절,자세한 설명,청결",1,1.0,"{'친절': 14, '자세한 설명': 10, '청결': 8}","['친절', '자세한 설명', '청결']"
맘편한내과의원,-1.5,"대기시간,친절,자세한 설명",1,1.0,"{'대기시간': 16, '친절': 44, '자세한 설명': 28}","['대기시간', '친절', '자세한 설명']"
마디척한의원,-1.5,"자세한 설명,친절,비쌈",1,1.0,"{'자세한 설명': 8, '친절': 10, '비쌈': 2}","['자세한 설명', '친절', '비쌈']"
경희효한의원,-1.5,"자세한 설명,비쌈,친절",1,1.0,"{'자세한 설명': 1, '비쌈': 2, '친절': 2}","['자세한 설명', '비쌈', '친절']"
경희허브한의원,-1.5,"친절,자세한 설명,대기시간",1,1.0,"{'친절': 3, '자세한 설명': 3, '대기시간': 1}","['친절', '자세한 설명', '대기시간']"
경희탑한의원,-1.5,자세한 설명,1,1.0,{'자세한 설명': 1},['자세한 설명']
경희용한의원,-1.5,"친절,비쌈",1,1.0,"{'친절': 3, '비쌈': 1}","['친절', '비쌈']"
경희숲한의원,-1.5,"친절,자세한 설명,청결",1,1.0,"{'친절': 12, '자세한 설명': 6, '청결': 6}","['친절', '자세한 설명', '청결']"
경희비웰한의원,-1.5,"친절,자세한 설명,대기시간",1,1.0,"{'친절': 6, '자세한 설명': 3, '대기시간': 1}","['친절', '자세한 설명', '대기시간']"
경희부부한의원,-1.5,"자세한 설명,친절,청결",1,1.0,"{'자세한 설명': 10, '친절': 10, '청결': 6}","['자세한 설명', '친절', '청결']"
연세미페이스치과의원,-1.5,"친절,자세한 설명,청결",1,0.6666666666666666,"{'친절': 1, '자세한 설명': 2, '청결': 0}","['친절', '자세한 설명']"
약선당부부한의원,-1.5,"친절,비쌈,자세한 설명",1,1.0,"{'친절': 14, '비쌈': 4, '자세한 설명': 10}","['친절', '비쌈', '자세한 설명']"
경희강한의원,-1.5,"청결,친절,자세한 설명",1,1.0,"{'청결': 15, '친절': 27, '자세한 설명': 21}","['청결', '친절', '자세한 설명']"
누가한의원,-1.5,"대기시간,청결,친절",1,1.0,"{'대기시간': 6, '청결': 16, '친절': 28}","['대기시간', '청결', '친절']"
노충희비뇨기과의원,-1.5,"친절,자세한 설명",1,1.0,"{'친절': 1, '자세한 설명': 1}","['친절', '자세한 설명']"
코아한의원,-1.5,"친절,대기시간,시설",1,1.0,"{'친절': 5, '대기시간': 4, '시설': 2}","['친절', '대기시간', '시설']"
치유한의원,-1.5,"친절,비쌈,자세한 설명",1,1.0,"{'친절': 30, '비쌈': 6, '자세한 설명': 21}","['친절', '비쌈', '자세한 설명']"
추교영내과의원,-1.5,"대기시간,친절,자세한 설명",5,1.0,"{'대기시간': 11, '친절': 5, '자세한 설명': 5}","['대기시간', '친절', '자세한 설명']"
최의원,-1.5,"대기시간,친절,과잉진료",1,1.0,"{'대기시간': 1, '친절': 1, '과잉진료': 1}","['대기시간', '친절', '과잉진료']"
최응규내과의원,-1.5,"친절,자세한 설명,청결",1,1.0,"{'친절': 1, '자세한 설명': 1, '청결': 1}","['친절', '자세한 설명', '청결']"
이고른치과의원,-1.5,"과잉진료,친절",1,1.0,"{'과잉진료': 1, '친절': 1}","['과잉진료', '친절']"
이경태치과의원,-1.5,"자세한 설명,과잉진료,친절",1,1.0,"{'자세한 설명': 2, '과잉진료': 1, '친절': 1}","['자세한 설명', '과잉진료', '친절']"
서울NEW치과,-1.5,"친절,자세한 설명,비쌈",1,1.0,"{'친절': 8, '자세한 설명': 6, '비쌈': 1}","['친절', '자세한 설명', '비쌈']"
의료법인열린의료재단혜화열린의원,-1.5,"청결,친절,자세한 설명",1,1.0,"{'청결': 12, '친절': 18, '자세한 설명': 9}","['청결', '친절', '자세한 설명']"
참한의원,-1.5,"친절,자세한 설명,저렴",1,1.0,"{'친절': 24, '자세한 설명': 12, '저렴': 3}","['친절', '자세한 설명', '저렴']"
새서울연합의원,-1.5,"자세한 설명,대기시간,비쌈",1,1.0,"{'자세한 설명': 7, '대기시간': 9, '비쌈': 3}","['자세한 설명', '대기시간', '비쌈']"
새봄재활의학과의원,-1.5,"자세한 설명,대기시간,친절",3,1.0,"{'자세한 설명': 3, '대기시간': 1, '친절': 8}","['자세한 설명', '대기시간', '친절']"
상계연세하나로이비인후과의원,-1.5,"친절,대기시간,자세한 설명",7,1.0,"{'친절': 14, '대기시간': 6, '자세한 설명': 11}","['친절', '대기시간', '자세한 설명']"
상계신경정신과의원,-1.5,"자세한 설명,친절,대기시간",1,1.0,"{'자세한 설명': 1, '친절': 1, '대기시간': 1}","['자세한 설명', '친절', '대기시간']"
이보영소아청소년과의원,-1.5,"대기시간,친절,자세한 설명",1,1.0,"{'대기시간': 3, '친절': 5, '자세한 설명': 3}","['대기시간', '친절', '자세한 설명']"
이라소아과의원,-1.5,"친절,자세한 설명,대기시간",1,1.0,"{'친절': 34, '자세한 설명': 22, '대기시간': 6}","['친절', '자세한 설명', '대기시간']"
이광기치과의원,-1.5,"친절,대기시간,비쌈",3,1.0,"{'친절': 4, '대기시간': 3, '비쌈': 3}","['친절', '대기시간', '비쌈']"
큐빅산부인과의원,-1.5,"친절,대기시간,청결",3,1.0,"{'친절': 12, '대기시간': 12, '청결': 3}","['친절', '대기시간', '청결']"
노원 다담한의원,-1.5,"친절,자세한 설명,청결",1,1.0,"{'친절': 12, '자세한 설명': 5, '청결': 2}","['친절', '자세한 설명', '청결']"
탑경희한의원,-1.5,"친절,대기시간,청결",1,1.0,"{'친절': 51, '대기시간': 6, '청결': 30}","['친절', '대기시간', '청결']"
키즈니치과의원,-1.5,"추천,친절,비쌈",3,1.0,"{'추천': 3, '친절': 8, '비쌈': 5}","['추천', '친절', '비쌈']"
서울명인치과,-1.5,"대기시간,청결,친절",1,1.0,"{'대기시간': 12, '청결': 22, '친절': 36}","['대기시간', '청결', '친절']"
서울메이플치과교정과치과의원,-1.5,"친절,대기시간,청결",1,1.0,"{'친절': 1, '대기시간': 1, '청결': 1}","['친절', '대기시간', '청결']"
서울더바른치과교정과치과의원,-1.5,"친절,자세한 설명,대기시간",3,1.0,"{'친절': 19, '자세한 설명': 12, '대기시간': 5}","['친절', '자세한 설명', '대기시간']"
유정의원,-1.5,"대기시간,친절,자세한 설명",1,1.0,"{'대기시간': 5, '친절': 4, '자세한 설명': 2}","['대기시간', '친절', '자세한 설명']"
상계맑은내과의원,-1.5,"친절,불친절,자세한 설명",1,0.6666666666666666,"{'친절': 5, '불친절': 0, '자세한 설명': 2}","['친절', '자세한 설명']"
삼성탑마취통증의학과의원,-1.5,"자세한 설명,대기시간,청결",1,1.0,"{'자세한 설명': 36, '대기시간': 2, '청결': 20}","['자세한 설명', '대기시간', '청결']"
삼성키즈소아청소년과의원,-1.5,"친절,대기시간,신속",1,1.0,"{'친절': 36, '대기시간': 8, '신속': 4}","['친절', '대기시간', '신속']"
삼성연합의원,-1.5,"친절,자세한 설명,저렴",1,1.0,"{'친절': 3, '자세한 설명': 3, '저렴': 1}","['친절', '자세한 설명', '저렴']"
삼성손앤박이비인후과의원,-1.5,"자세한 설명,대기시간,친절",1,1.0,"{'자세한 설명': 98, '대기시간': 32, '친절': 108}","['자세한 설명', '대기시간', '친절']"
이종립한의원,-1.5,"자세한 설명,대기시간,과잉진료",1,1.0,"{'자세한 설명': 3, '대기시간': 1, '과잉진료': 1}","['자세한 설명', '대기시간', '과잉진료']"
이제룡가정의학과의원,-1.5,"친절,자세한 설명,청결",1,1.0,"{'친절': 4, '자세한 설명': 2, '청결': 2}","['친절', '자세한 설명', '청결']"
"이정균내과의원(구,장명의원)",-1.5,"자세한 설명,친절,청결",1,1.0,"{'자세한 설명': 3, '친절': 2, '청결': 1}","['자세한 설명', '친절', '청결']"
이원재한의원,-1.5,"대기시간,비쌈,자세한 설명",1,1.0,"{'대기시간': 4, '비쌈': 3, '자세한 설명': 6}","['대기시간', '비쌈', '자세한 설명']"
이상구내과의원,-1.5,"비쌈,자세한 설명,과잉진료",1,1.0,"{'비쌈': 5, '자세한 설명': 9, '과잉진료': 1}","['비쌈', '자세한 설명', '과잉진료']"
닥터김의원,-1.5,"대기시간,친절,자세한 설명",1,1.0,"{'대기시간': 6, '친절': 6, '자세한 설명': 3}","['대기시간', '친절', '자세한 설명']"
닥터김마취통증의학과의원·한의원,-1.5,"자세한 설명,청결,친절",1,1.0,"{'자세한 설명': 15, '청결': 15, '친절': 20}","['자세한 설명', '청결', '친절']"
윈치과의원,-1.5,"대기시간,청결,자세한 설명",1,1.0,"{'대기시간': 8, '청결': 10, '자세한 설명': 14}","['대기시간', '청결', '자세한 설명']"
서울산부인과의원,-1.5,"자세한 설명,친절",1,1.0,"{'자세한 설명': 2, '친절': 1}","['자세한 설명', '친절']"
웰비뇨기과의원,-1.5,"자세한 설명,친절,대기시간",1,1.0,"{'자세한 설명': 2, '친절': 6, '대기시간': 1}","['자세한 설명', '친절', '대기시간']"
