hospital_id,hospital_name,telephone,opening_hours,weekday_lunch,weekend_lunch,medical_subject,address
34318,김동일내과의원,02-925-0800,"monday 08:30:00-18:30:00, tuesday 08:30:00-18:30:00, wednesday 08:30:00-18:30:00, thursday 08:30:00-18:30:00, friday 08:30:00-18:30:00, saturday 08:30:00-14:00:00",13:00:00-14:00:00,13:00:00-14:00:00,내과,서울 성북구 동소문동6가 1 청강빌딩
34425,나현내과의원,02-943-7261,"monday 09:00:00-18:30:00, tuesday 09:00:00-18:30:00, wednesday 09:00:00-18:30:00, thursday 09:00:00-18:30:00, friday 09:00:00-18:30:00, saturday 09:00:00-14:30:00, holiday 09:00:00-18:00:00",12:30:00-13:00:00,00:00:00-00:00:00,내과,서울 성북구 정릉동 779-2
34882,미토의원,02-762-6333,"monday 10:00:00-17:00:00, tuesday 10:00:00-17:00:00, wednesday 10:00:00-17:00:00, thursday 10:00:00-17:00:00, friday 10:00:00-17:00:00, saturday 10:00:00-13:00:00",00:00:00-00:00:00,00:00:00-00:00:00,"내과, 소아청소년과, 방사선종양학과",서울 성북구 성북동 186
35250,서울민치과의원,02-987-7528,"monday 09:30:00-18:30:00, tuesday 09:30:00-18:30:00, wednesday 09:30:00-18:30:00, thursday 09:30:00-18:30:00, friday 09:30:00-18:30:00, saturday 09:30:00-14:00:00",13:00:00-14:20:00,00:00:00-00:00:00,"치과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",서울 성북구 하월곡동 77-221
35398,성북웰니스요양병원,02-3672-2233,"monday 09:00:00-17:30:00, tuesday 09:00:00-17:30:00, wednesday 09:00:00-17:30:00, thursday 09:00:00-17:30:00, friday 09:00:00-17:30:00, saturday 09:00:00-12:00:00",12:30:00-13:30:00,00:00:00-00:00:00,"내과, 신경과, 외과, 마취통증의학과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과, 한방응급",서울 성북구 보문동4가 18
36125,윤홍선내과의원,02-765-3430,"monday 08:00:00-18:00:00, tuesday 08:00:00-18:00:00, wednesday 08:00:00-13:00:00, thursday 08:00:00-18:00:00, friday 08:00:00-18:00:00, saturday 08:00:00-13:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"내과, 소아청소년과, 이비인후과",서울 성북구 동소문동2가 11 4층 가호
36156,의료법인우신향병원,02-926-7505,"monday 09:00:00-17:00:00, tuesday 09:00:00-17:00:00, wednesday 09:00:00-17:00:00, thursday 09:00:00-17:00:00, friday 09:00:00-17:00:00, saturday 09:00:00-11:30:00",12:00:00-13:30:00,00:00:00-00:00:00,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 비뇨의학과, 영상의학과, 재활의학과",서울 성북구 안암동5가 85-9 안암동5가
36233,이상주치과의원,02-942-2679,"monday 09:30:00-18:00:00, tuesday 09:30:00-18:00:00, wednesday 09:30:00-18:00:00, thursday 09:30:00-18:00:00, friday 09:30:00-18:00:00, saturday 09:00:00-12:00:00",12:30:00-14:00:00,00:00:00-00:00:00,"치과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",서울 성북구 정릉동 401-46 국민은행
36534,중앙내과의원,02-928-0109,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-18:00:00, thursday 09:00:00-18:00:00, friday 09:00:00-18:00:00, saturday 09:00:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"내과, 소아청소년과",서울 성북구 동소문동4가 123
3662,더봄치과의원,02-911-7528,"monday 10:00:00-19:00:00, tuesday 10:00:00-19:00:00, wednesday 10:00:00-21:00:00, thursday 10:00:00-19:00:00, friday 10:00:00-19:00:00, saturday 10:00:00-14:00:00",00:00:00-00:00:00,00:00:00-00:00:00,"치과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",서울 성북구 장위동 320-2 2층 더봄치과의원
36980,햇살가득한의원,02-6952-8575,"monday 09:00:00-21:00:00, tuesday 09:00:00-21:00:00, wednesday 09:00:00-21:00:00, thursday 09:00:00-21:00:00, friday 09:00:00-21:00:00, saturday 09:00:00-14:00:00, sunday 09:00:00-14:00:00",13:00:00-14:00:00,,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과",서울 성북구 석관동 255-2 2층
37255,경희부부한의원,02-910-7575,"monday 09:30:00-18:30:00, tuesday 09:30:00-18:30:00, wednesday 09:30:00-18:30:00, thursday 09:30:00-18:30:00, friday 09:30:00-18:30:00, saturday 09:30:00-14:00:00",12:30:00-14:00:00,00:00:00-00:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과, 한방응급",서울 성북구 길음동 1281-6 대림상가 3층
3741,동일한의원,02-924-8586,"monday 09:30:00-18:30:00, tuesday 09:30:00-18:30:00, wednesday 09:30:00-13:00:00, thursday 09:30:00-18:30:00, friday 09:30:00-18:30:00, saturday 09:30:00-14:30:00, holiday 09:30:00-13:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과",서울 성북구 보문동7가 102 2층
37987,미래정형외과의원,02-922-1933,"monday 09:00:00-19:00:00, tuesday 09:00:00-19:00:00, wednesday 09:00:00-19:00:00, thursday 09:00:00-19:00:00, friday 09:00:00-19:00:00, saturday 09:00:00-14:00:00",13:00:00-14:00:00,13:00:00-14:00:00,"외과, 내과, 정형외과, 신경외과, 비뇨의학과, 영상의학과, 재활의학과",서울 성북구 동선동4가 111-1 골든타워 2층
38291,삼성바른내과의원,02-6314-5000,"monday 08:30:00-18:00:00, tuesday 08:30:00-18:00:00, wednesday 08:30:00-18:00:00, thursday 08:30:00-18:00:00, friday 08:30:00-18:00:00, saturday 08:30:00-14:00:00",00:00:00-00:00:00,00:00:00-00:00:00,"내과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 가정의학과",서울 성북구 돈암동 12-8
38342,샛별의원,02-766-7525,"monday 09:00:00-22:00:00, tuesday 09:00:00-22:00:00, wednesday 09:00:00-22:00:00, thursday 09:00:00-22:00:00, friday 09:00:00-22:00:00, saturday 09:00:00-22:00:00, sunday 09:00:00-22:00:00",13:00:00-14:00:00,13:00:00-14:00:00,"내과, 외과, 정형외과, 소아청소년과, 이비인후과, 병리과, 진단검사의학과, 가정의학과",서울 성북구 성북동 184-92
38401,서울비케이치과의원,02-943-8942,"monday 10:00:00-19:00:00, tuesday 10:00:00-19:00:00, wednesday 10:00:00-19:00:00, thursday 10:00:00-19:00:00, friday 10:00:00-19:00:00, saturday 10:00:00-16:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"치과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 예방치과, 통합치의학과",서울 성북구 장위동 143-38 타워39 4층
38426,서울아트치과의원,02-917-2275,"monday 10:00:00-19:00:00, tuesday 10:00:00-21:00:00, wednesday 10:00:00-19:00:00, thursday 10:00:00-19:00:00, friday 10:00:00-19:00:00, saturday 10:00:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"치과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",서울 성북구 정릉동 1035 상가 3층
38459,서울참좋은치과의원,02-941-7528,"monday 10:00:00-19:00:00, tuesday 10:00:00-19:00:00, wednesday 10:00:00-21:00:00, thursday 10:00:00-19:00:00, friday 10:00:00-19:00:00, saturday 10:00:00-14:00:00",00:00:00-00:00:00,00:00:00-00:00:00,"치과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",서울 성북구 장위동 203-4 닥터빌딩 4층
3862,맘편한내과의원,02-953-7537,"monday 08:00:00-18:00:00, tuesday 08:00:00-18:00:00, wednesday 08:00:00-18:00:00, thursday 08:00:00-18:00:00, friday 08:00:00-18:00:00, saturday 08:00:00-13:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"내과, 산부인과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 영상의학과",서울 성북구 동소문동3가 9
38801,안암엘와이엔치과의원,02-928-2875,"monday 09:30:00-18:00:00, tuesday 09:30:00-18:00:00, wednesday 09:30:00-18:00:00, thursday 09:30:00-18:00:00, friday 09:30:00-18:00:00",12:30:00-14:00:00,00:00:00-00:00:00,"치과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",서울 성북구 안암동4가 41-36 영화빌딩
38969,연우한의원,02-771-8297,"monday 09:30:00-19:00:00, tuesday 09:30:00-19:00:00, wednesday 09:30:00-19:00:00, thursday 09:30:00-19:00:00, friday 09:30:00-19:00:00, saturday 09:30:00-14:00:00",13:00:00-14:00:00,,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과",서울 성북구 삼선동4가 333-2 2층
39017,예담한의원,02-929-3375,"monday 09:00:00-18:30:00, tuesday 09:00:00-18:30:00, wednesday 09:00:00-18:30:00, thursday 09:00:00-18:30:00, friday 09:00:00-18:30:00, saturday 09:00:00-13:00:00",13:00:00-14:00:00,13:00:00-14:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과",서울 성북구 종암동 70-1
39283,의료법인유라의료재단온누리요양병원,02-919-2700,"monday 10:30:00-17:30:00, tuesday 10:30:00-17:30:00, wednesday 10:30:00-17:30:00, thursday 10:30:00-17:30:00, friday 10:30:00-17:30:00, saturday 10:30:00-11:30:00",12:00:00-13:00:00,00:00:00-00:00:00,"내과, 신경과, 재활의학과, 가정의학과, 한방내과, 침구과",서울 성북구 장위동 50-50
39357,"이정균내과의원(구,장명의원)",02-915-0443,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-18:00:00, thursday 09:00:00-18:00:00, friday 09:00:00-18:00:00, saturday 09:00:00-14:00:00",13:00:00-14:00:00,13:00:00-13:30:00,내과,서울 성북구 상월곡동 7-114 장명의원
39439,임인학치과의원,02-923-5505,"monday 09:30:00-18:00:00, tuesday 09:30:00-18:00:00, wednesday 09:30:00-18:00:00, thursday 09:30:00-18:00:00, friday 09:30:00-18:00:00, saturday 09:30:00-13:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"치과, 내과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",서울 성북구 돈암동 15-1 돈암동 삼성아파트
39590,조은안과의원,02-3292-7575,"monday 09:30:00-18:30:00, tuesday 09:30:00-18:30:00, wednesday 09:30:00-18:30:00, thursday 09:30:00-13:00:00, friday 09:30:00-18:30:00, saturday 09:30:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,안과,서울 성북구 정릉동 403-9
39626,중국한의원,02-744-2573,"monday 10:00:00-18:00:00, tuesday 10:00:00-18:00:00, wednesday 10:00:00-18:00:00, thursday 10:00:00-18:00:00, friday 10:00:00-18:00:00, saturday 10:00:00-16:00:00, holiday 10:00:00-16:00:00",13:00:00-14:00:00,13:00:00-14:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과, 한방응급",서울 성북구 삼선동1가 13-5 중국한의원
39953,한빛치과의원,02-921-8468,"monday 10:00:00-18:30:00, tuesday 10:00:00-18:30:00, wednesday 10:00:00-18:30:00, thursday 10:00:00-18:30:00, friday 10:00:00-18:30:00, saturday 10:00:00-13:00:00",13:00:00-14:30:00,00:00:00-00:00:00,"치과, 내과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",서울 성북구 동선동4가 98-2 태인빌딩
4026,박규호내과의원,02-959-9697,"monday 09:00:00-19:00:00, tuesday 09:00:00-19:00:00, wednesday 09:00:00-13:00:00, thursday 09:00:00-19:00:00, friday 09:00:00-19:00:00, saturday 09:00:00-15:00:00",13:00:00-14:00:00,13:00:00-13:30:00,내과,서울 성북구 석관동 250-10 2층
40543,김윤호서울외과의원,02-929-2345,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-18:00:00, friday 09:00:00-18:00:00, saturday 09:00:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,외과,서울 성북구 동선동4가 111-1 골든타워 3층
40603,김희균치과의원,02-745-2882,"monday 09:30:00-18:30:00, tuesday 09:30:00-18:00:00, wednesday 09:30:00-20:30:00, friday 09:30:00-18:30:00, saturday 09:00:00-13:00:00",12:30:00-14:00:00,00:00:00-00:00:00,"치과, 내과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",서울 성북구 동소문동1가 32-3 일화빌딩
40843,동명한의원,02-911-3386,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-18:00:00, thursday 09:00:00-18:00:00, friday 09:00:00-18:00:00, saturday 09:00:00-13:00:00",13:00:00-14:00:00,13:00:00-14:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과, 한방응급",서울 성북구 장위동 215-42 동명한의원
41446,서경한의원,02-911-8275,"monday 09:30:00-19:00:00, tuesday 09:30:00-19:00:00, wednesday 09:30:00-19:00:00, thursday 09:30:00-19:00:00, friday 09:30:00-19:00:00, saturday 09:00:00-14:00:00",13:00:00-14:00:00,13:00:00-14:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과",서울 성북구 정릉동 192-255 2층
42246,월곡나무치과의원,02-919-3006,"monday 10:00:00-19:00:00, tuesday 10:00:00-21:00:00, wednesday 10:00:00-19:00:00, thursday 10:00:00-19:00:00, friday 10:00:00-19:00:00, saturday 10:00:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"치과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",서울 성북구 하월곡동 222
42409,이상구내과의원,02-919-6688,"monday 08:30:00-18:30:00, tuesday 08:30:00-18:30:00, wednesday 08:30:00-13:00:00, thursday 08:30:00-18:30:00, friday 08:30:00-18:30:00, saturday 08:30:00-13:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"내과, 신경과, 소아청소년과, 안과, 이비인후과",서울 성북구 길음동 1286 길음뉴타운9단지
42727,중국중원한의원,02-919-3663,"monday 10:00:00-18:00:00, tuesday 10:00:00-18:00:00, wednesday 10:00:00-18:00:00, friday 10:00:00-18:00:00, saturday 10:00:00-16:00:00",13:00:00-14:00:00,13:00:00-14:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과, 한방응급",서울 성북구 장위동 232-140 지상2층
42995,프라임치과의원,02-928-9928,"monday 09:30:00-18:30:00, tuesday 09:30:00-18:30:00, wednesday 09:30:00-18:30:00, thursday 09:30:00-20:30:00, friday 09:30:00-18:30:00, saturday 09:30:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"치과, 내과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",서울 성북구 종암동 80-1 도원프라자
43050,학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원),15770083,"monday 09:00:00-17:30:00, tuesday 09:00:00-17:30:00, wednesday 09:00:00-17:30:00, thursday 09:00:00-17:30:00, friday 09:00:00-17:30:00, saturday 09:00:00-12:00:00",12:00:00-13:00:00,00:00:00-00:00:00,"내과, 비뇨의학과, 치과보존과, 치주과, 치과교정과, 치과보철과, 구강악안면외과, 응급의학과, 가정의학과, 핵의학과, 재활의학과, 진단검사의학과, 병리과, 방사선종양학과, 영상의학과, 피부과, 이비인후과, 안과, 소아청소년과, 산부인과, 마취통증의학과, 성형외과, 흉부외과, 신경외과, 정형외과, 외과, 정신건강의학과, 신경과",서울 성북구 안암동5가 126-1 고려대병원 안암동5가
43058,한결한의원,02-943-9557,"monday 09:30:00-18:30:00, tuesday 09:30:00-18:30:00, wednesday 09:30:00-18:30:00, thursday 09:30:00-18:30:00, friday 09:30:00-18:30:00, saturday 09:30:00-15:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과",서울 성북구 상월곡동 57-3
43727,노종호치과의원,02-909-2875,"monday 10:00:00-18:00:00, tuesday 10:00:00-18:00:00, wednesday 10:00:00-18:00:00, thursday 10:00:00-18:00:00, friday 10:00:00-18:00:00, saturday 10:00:00-14:00:00",13:00:00-14:00:00,13:00:00-14:00:00,"치과, 내과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",서울 성북구 종암동 104-1 종암에스케이아파트
43745,뉴욕엔와이유치과의원,02-766-2772,"monday 10:00:00-18:30:00, tuesday 10:00:00-21:00:00, wednesday 10:00:00-18:30:00, thursday 10:00:00-18:30:00, friday 10:00:00-18:30:00, saturday 09:00:00-13:00:00",13:00:00-14:00:00,00:00:00-00:00:00,치과,서울 성북구 삼선동1가 13-1 하나은행 2층
44000,리츠서울신경과의원,02-953-8875,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-18:00:00, thursday 09:00:00-18:00:00, friday 09:00:00-18:00:00, saturday 09:00:00-14:00:00",00:00:00-00:00:00,00:00:00-00:00:00,"신경과, 내과, 정형외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과",서울 성북구 삼선동5가 272
44099,무지개정신건강의학과의원,02-928-8899,"monday 10:00:00-19:00:00, tuesday 10:00:00-19:00:00, wednesday 10:00:00-14:00:00, thursday 10:00:00-19:00:00, friday 10:00:00-19:00:00, saturday 10:00:00-14:00:00",00:00:00-00:00:00,00:00:00-00:00:00,정신건강의학과,서울 성북구 동선동4가 111-1 골든타워 805호
44184,바른몸한의원,02-989-0120,"monday 10:00:00-19:00:00, tuesday 10:00:00-21:00:00, wednesday 10:00:00-19:00:00, thursday 10:00:00-21:00:00, friday 10:00:00-19:00:00, saturday 10:00:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과",서울 성북구 길음동 33-3 2층
44285,보림한의원,02-918-9671,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-18:00:00, thursday 09:00:00-18:00:00, friday 09:00:00-18:00:00, saturday 09:00:00-13:00:00",12:30:00-13:30:00,12:30:00-13:30:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과",서울 성북구 장위동 65-171 한신상호신용금고
44516,서울미래정형외과의원,02-953-1414,"monday 09:30:00-18:00:00, tuesday 09:30:00-18:00:00, wednesday 09:30:00-18:00:00, thursday 09:30:00-18:00:00, friday 09:30:00-18:00:00, saturday 09:30:00-12:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"외과, 내과, 신경과, 정형외과, 신경외과, 성형외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 재활의학과, 가정의학과",서울 성북구 종암동 70-1
44520,서울바른닥터치과의원,02-6315-2875,"monday 09:30:00-18:30:00, tuesday 09:30:00-20:30:00, wednesday 09:30:00-18:30:00, thursday 09:30:00-20:30:00, friday 09:30:00-18:30:00, saturday 09:30:00-14:30:00",13:00:00-14:00:00,00:00:00-00:00:00,"치과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",서울 성북구 하월곡동 27-114
44598,서울필치과의원,02-953-2828,"monday 09:30:00-17:30:00, tuesday 09:30:00-17:30:00, wednesday 09:30:00-17:30:00, thursday 09:30:00-17:30:00, friday 09:30:00-17:30:00, saturday 09:30:00-13:00:00",12:30:00-14:00:00,00:00:00-00:00:00,"치과, 내과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과","서울 성북구 돈암동 609-1 417동 2층 1203호, 1204호한신한진아파트, 서울 성북구"
44741,송내과의원,02-927-2926,"monday 09:00:00-19:00:00, tuesday 09:00:00-19:00:00, wednesday 09:00:00-19:00:00, thursday 09:00:00-19:00:00, friday 09:00:00-19:00:00, saturday 09:00:00-15:30:00",13:00:00-14:00:00,13:00:00-14:00:00,내과,서울 성북구 종암동 70-1 용진빌딩
45044,연세올바른정형외과의원,02-943-2288,"monday 09:00:00-18:30:00, tuesday 09:00:00-18:30:00, wednesday 09:00:00-18:30:00, thursday 09:00:00-18:30:00, friday 09:00:00-18:30:00, saturday 09:00:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"외과, 내과, 정형외과, 신경외과, 마취통증의학과, 재활의학과","서울 성북구 정릉동 403-9 4F, B1F, 서울 성북구"
45088,열린산부인과의원,02-919-1446,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-18:00:00, thursday 09:00:00-18:00:00, friday 09:00:00-18:00:00, saturday 09:00:00-13:00:00, sunday 10:00:00-13:00:00, holiday 10:00:00-13:00:00",13:00:00-14:00:00,,"산부인과, 가정의학과",서울 성북구 정릉동 14-18
45280,월곡한의원,02-919-1600,"monday 09:00:00-21:00:00, tuesday 09:00:00-21:00:00, wednesday 09:00:00-21:00:00, thursday 09:00:00-21:00:00, friday 09:00:00-21:00:00, saturday 09:00:00-18:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과",서울 성북구 하월곡동 48-72
45650,정릉제일정형외과의원,02-942-0857,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-18:00:00, thursday 09:00:00-18:00:00, friday 09:00:00-18:00:00, saturday 09:00:00-13:00:00",00:00:00-00:00:00,00:00:00-00:00:00,"외과, 내과, 정형외과, 신경외과, 성형외과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 병리과, 진단검사의학과",서울 성북구 정릉동 16-174 정릉제일정형외과내과의원
45955,치유한의원,02-943-7775,"monday 09:30:00-19:00:00, tuesday 09:30:00-19:00:00, wednesday 09:30:00-19:00:00, thursday 09:30:00-19:00:00, friday 09:30:00-19:00:00, saturday 09:30:00-13:00:00",14:00:00-15:00:00,,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과",서울 성북구 하월곡동 27-62
45984,클레오의원,02-988-2975,"monday 10:00:00-18:00:00, tuesday 10:00:00-18:00:00, wednesday 10:00:00-18:00:00, thursday 10:00:00-18:00:00, friday 10:00:00-18:00:00, saturday 09:30:00-12:00:00",13:00:00-14:00:00,00:00:00-00:00:00,내과,서울 성북구 길음동 31-2
46245,해오름한의원,02-929-1075,"monday 09:30:00-19:00:00, tuesday 09:30:00-19:00:00, wednesday 09:30:00-19:00:00, thursday 09:30:00-19:00:00, friday 09:30:00-19:00:00, saturday 09:30:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과",서울 성북구 돈암동 609-1
46718,김용재이비인후과의원,02-914-6465,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-18:00:00, thursday 09:00:00-18:00:00, friday 09:00:00-18:00:00, saturday 09:00:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,이비인후과,서울 성북구 정릉동 107-15
47038,동서요양병원,02-942-3611,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-18:00:00, thursday 09:00:00-18:00:00, friday 09:00:00-18:00:00, saturday 09:00:00-12:30:00",12:30:00-13:30:00,00:00:00-00:00:00,"내과, 신경과, 정형외과, 재활의학과",서울 성북구 하월곡동 88-747
47284,미소진치과의원,02-921-2522,"monday 09:30:00-18:30:00, tuesday 09:30:00-18:30:00, wednesday 09:30:00-18:30:00, thursday 09:30:00-18:30:00, friday 09:30:00-18:30:00, saturday 09:30:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"치과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",서울 성북구 삼선동5가 272 우남빌딩
47298,민들레한의원,02-916-9161,"monday 09:00:00-20:00:00, tuesday 09:00:00-19:00:00, wednesday 09:00:00-20:00:00, thursday 09:00:00-19:00:00, friday 09:00:00-20:00:00, saturday 09:00:00-16:00:00, sunday 10:00:00-16:00:00, holiday 10:00:00-16:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과",서울 성북구 하월곡동 70-123
47391,백산한의원,02-959-6077,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-18:00:00, thursday 09:00:00-18:00:00, friday 09:00:00-18:00:00, saturday 09:00:00-13:00:00",12:30:00-14:00:00,00:00:00-00:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과",서울 성북구 석관동 168-58 백산한의원
47413,베드로신경정신과의원,02-921-8846,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 14:00:00-20:30:00, thursday 09:00:00-18:00:00, friday 09:00:00-18:00:00, saturday 09:00:00-13:30:00",12:30:00-14:00:00,00:00:00-00:00:00,"신경과, 정신건강의학과",서울 성북구 동소문동5가 67-1 강윤빌딩
47842,세연온마음의원,9210149,"monday 09:30:00-18:00:00, tuesday 09:30:00-18:00:00, wednesday 09:30:00-18:00:00, thursday 09:30:00-18:00:00, friday 09:30:00-18:00:00, saturday 09:30:00-13:00:00",13:00:00-14:00:00,,"내과, 소아청소년과, 이비인후과, 피부과, 가정의학과",서울 성북구 동선동4가 119-1 2층 동선동4가
48043,아이조아한의원 성북점,02-988-0688,"monday 10:00:00-18:00:00, tuesday 10:00:00-18:00:00, wednesday 10:00:00-18:00:00, thursday 11:00:00-19:00:00, friday 10:00:00-18:00:00, saturday 09:30:00-17:00:00",12:30:00-14:00:00,12:30:00-13:30:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과, 한방응급",서울 성북구 하월곡동 131
